time,x-axis,y-axis,z-axis
7.74 , -1.3800000000000001 , 10.11 , 0.61
7.8 , -0.77 , 9.81 , 0.46
7.86 , -1.07 , 9.81 , 0.77
7.92 , -1.3800000000000001 , 9.65 , 0.77
7.98 , -1.69 , 9.81 , 1.07
8.040000000000001 , -1.23 , 9.81 , 0.77
8.1 , -0.61 , 9.81 , 0.15
8.16 , -0.15 , 9.96 , 0.31
8.22 , -0.92 , 9.5 , 0.15
8.28 , -0.92 , 9.96 , 0.92
8.34 , -1.99 , 9.81 , 1.07
8.4 , -2.45 , 10.11 , 0.92
8.46 , -0.46 , 9.96 , 1.23
8.52 , -0.46 , 9.65 , 0.46
8.58 , 0.15 , 9.81 , 0.31
8.64 , -0.46 , 10.11 , 0.31
8.700000000000001 , -1.23 , 9.96 , 0.92
8.76 , -2.3000000000000003 , 9.96 , 0.92
8.82 , -0.61 , 9.81 , 0.92
8.88 , -0.61 , 9.5 , 0.77
8.94 , -1.84 , 10.11 , 0.92
9.0 , -2.7600000000000002 , 9.65 , 1.53
9.06 , -1.3800000000000001 , 9.65 , 0.77
9.120000000000001 , 0.92 , 10.11 , 0.77
9.18 , 1.84 , 10.27 , -1.3800000000000001
9.24 , -1.3800000000000001 , 9.81 , 1.53
9.3 , -1.69 , 9.96 , 0.61
9.36 , -0.46 , 10.11 , 1.53
9.42 , -0.77 , 9.81 , 0.46
9.48 , -1.69 , 10.11 , 0.77
9.540000000000001 , -1.53 , 9.96 , 0.92
9.6 , -1.84 , 10.27 , 0.77
9.66 , -0.46 , 9.040000000000001 , 0.31
9.72 , 0.92 , 10.57 , -1.07
9.78 , 0.92 , 9.81 , -1.3800000000000001
9.84 , -0.61 , 9.96 , -1.3800000000000001
9.9 , -2.15 , 10.27 , 0.31
9.96 , -1.53 , 9.96 , 1.07
10.02 , -3.22 , 9.81 , 0.61
10.08 , -1.99 , 11.49 , 0.92
10.14 , -1.84 , 10.11 , 0.15
10.200000000000001 , -0.46 , 9.5 , 0.15
10.26 , 0.92 , 10.11 , -0.46
10.32 , -0.61 , 10.42 , -0.61
10.38 , -0.77 , 9.96 , -0.15
10.44 , -0.77 , 9.96 , 0.15
10.5 , -0.92 , 9.81 , 0.15
10.56 , -1.23 , 10.27 , 0.31
10.620000000000001 , -1.07 , 9.96 , 0.46
10.68 , -1.84 , 9.81 , 0.92
10.74 , -1.23 , 9.81 , 0.61
10.8 , -0.46 , 9.81 , 0.61
10.86 , 0.31 , 10.27 , -0.46
10.92 , 0.61 , 10.11 , -0.46
10.98 , -0.77 , 9.5 , 1.23
11.040000000000001 , -0.92 , 10.42 , 0.92
11.1 , 0.15 , 9.65 , 1.07
11.16 , 0.15 , 9.65 , 1.3800000000000001
11.22 , -0.61 , 9.81 , 0.92
11.28 , -1.69 , 9.81 , 1.3800000000000001
11.34 , -0.77 , 9.81 , 1.07
11.4 , -0.31 , 10.27 , 0.61
11.46 , -0.61 , 9.96 , 0.46
11.52 , -0.77 , 9.81 , 0.61
11.58 , -0.31 , 10.11 , 0.77
11.64 , -1.07 , 9.81 , 0.46
11.700000000000001 , -0.46 , 9.65 , 0.77
11.76 , -0.61 , 10.27 , 0.46
11.82 , -1.07 , 9.96 , 0.61
11.88 , -1.69 , 9.81 , 1.07
11.94 , -0.92 , 10.11 , 1.23
12.0 , -0.77 , 9.81 , 1.3800000000000001
12.06 , -0.77 , 9.65 , 0.92
12.13 , -1.07 , 9.81 , 1.07
12.18 , -1.3800000000000001 , 10.27 , 0.92
12.24 , -1.53 , 9.96 , 0.46
12.3 , -1.69 , 9.65 , 0.77
12.36 , -1.3800000000000001 , 9.96 , 0.46
12.42 , -1.53 , 10.11 , 0.46
12.48 , -0.92 , 9.65 , 0.77
12.540000000000001 , -1.3800000000000001 , 9.96 , 0.46
12.6 , -1.3800000000000001 , 9.81 , 0.61
12.66 , -1.53 , 9.65 , 0.77
12.72 , -1.07 , 9.96 , 0.31
12.780000000000001 , -1.3800000000000001 , 9.96 , 0.31
12.84 , -1.07 , 9.96 , 0.15
12.905000000000001 , -1.07 , 9.96 , 0.15
12.96 , -1.07 , 9.81 , 0.46
13.02 , -1.07 , 9.96 , 0.31
13.08 , -1.53 , 9.96 , 0.61
13.14 , -1.53 , 9.81 , 0.77
13.200000000000001 , -2.15 , 10.11 , 0.77
13.26 , -1.84 , 9.65 , 1.07
13.32 , -1.53 , 9.96 , 0.92
13.38 , -1.53 , 9.5 , 0.61
13.44 , -1.3800000000000001 , 10.27 , 0.46
13.5 , -1.3800000000000001 , 9.81 , 0.92
13.56 , -1.23 , 9.5 , 0.46
13.620000000000001 , -1.07 , 10.42 , 0.61
13.68 , -1.23 , 9.96 , 0.46
13.74 , -1.53 , 9.96 , 0.46
13.8 , -1.3800000000000001 , 10.11 , 0.31
13.86 , -0.92 , 9.5 , 0.77
13.92 , -1.53 , 9.96 , 0.61
13.98 , -1.53 , 10.11 , 0.15
14.040000000000001 , -1.23 , 10.11 , -0.61
14.1 , -0.31 , 9.5 , -0.46
14.16 , -0.92 , 9.65 , -1.23
14.22 , -1.53 , 10.11 , -2.15
14.280000000000001 , -2.15 , 11.03 , -2.91
14.34 , -3.68 , 11.03 , -1.3800000000000001
14.4 , -2.7600000000000002 , 10.27 , -4.9
14.46 , -2.7600000000000002 , 10.42 , -3.37
14.52 , -1.3800000000000001 , 7.2 , -4.6000000000000005
14.58 , -1.99 , 4.75 , -5.0600000000000005
14.64 , -1.84 , 4.75 , -5.36
14.700000000000001 , -4.29 , 5.21 , -6.44
14.76 , -4.75 , 5.98 , -9.35
14.82 , -5.36 , 1.69 , -10.11
14.88 , -9.040000000000001 , 19.46 , -6.28
14.94 , -3.52 , 3.52 , -3.22
15.0 , 1.3800000000000001 , 15.02 , 0.92
15.062000000000001 , 4.14 , 13.02 , 4.14
15.120000000000001 , -3.52 , 8.73 , -1.69
15.18 , -1.69 , 6.28 , 1.99
15.24 , 0.46 , 8.43 , 1.07
15.3 , 4.29 , 15.02 , 1.3800000000000001
15.36 , 3.98 , 16.7 , -2.45
15.42 , 3.98 , 7.8100000000000005 , -0.92
15.48 , -5.67 , 19.31 , 0.77
15.540000000000001 , -5.5200000000000005 , 11.8 , -0.77
15.6 , -3.06 , 13.48 , 0.31
15.66 , 3.68 , 0.77 , 5.98
15.72 , -0.46 , -3.06 , 5.82
15.780000000000001 , -3.52 , 6.28 , -7.8100000000000005
15.84 , -5.36 , 19.46 , -9.040000000000001
15.9 , -10.11 , 0.61 , -11.65
15.96 , -5.36 , 19.46 , -3.37
16.02 , 4.75 , 4.44 , 5.0600000000000005
16.080000000000002 , 1.53 , 16.240000000000002 , 3.52
16.14 , 0.77 , 7.3500000000000005 , -5.98
16.2 , -5.5200000000000005 , 5.67 , 0.92
16.26 , -1.23 , 5.36 , -1.99
16.32 , -0.77 , 14.25 , -1.84
16.38 , 3.37 , 17.31 , -2.45
16.44 , 3.83 , 14.4 , 2.15
16.5 , -7.2 , 17.31 , 1.69
16.56 , -5.67 , 15.02 , -0.31
16.62 , -3.06 , 15.48 , 0.61
16.68 , -0.31 , 2.6 , 5.36
16.740000000000002 , -1.23 , -4.44 , 5.82
16.8 , 0.46 , 0.61 , -0.92
16.86 , -11.19 , 19.46 , -15.94
16.92 , -7.97 , 0.46 , -8.27
16.98 , -4.44 , 19.46 , -0.31
17.04 , -0.77 , 5.0600000000000005 , -3.22
17.1 , 1.69 , 13.02 , 3.22
17.16 , 3.52 , 8.43 , -10.27
17.22 , -2.45 , 5.82 , -0.15
17.28 , -1.69 , 6.44 , -3.37
17.34 , -1.84 , 15.32 , -2.15
17.400000000000002 , 3.68 , 16.7 , -2.45
17.46 , 5.82 , 17.16 , -0.31
17.52 , -3.22 , 17.47 , 2.45
17.580000000000002 , -5.98 , 14.56 , 0.46
17.64 , -4.44 , 14.4 , 0.46
17.7 , 1.3800000000000001 , 2.15 , 5.5200000000000005
17.76 , -2.45 , -5.0600000000000005 , 7.3500000000000005
17.82 , 1.53 , 0.92 , -1.07
17.88 , -11.950000000000001 , 19.46 , -17.01
17.94 , -14.25 , 8.58 , -11.19
18.0 , 2.91 , 4.14 , 15.17
18.06 , 7.2 , 10.42 , 12.41
18.12 , 1.3800000000000001 , 11.65 , 2.3000000000000003
18.18 , 0.61 , 5.21 , 0.15
18.240000000000002 , -3.06 , 6.44 , 0.15
18.3 , -0.31 , 7.97 , -5.98
18.36 , 1.23 , 13.48 , -0.46
18.42 , 5.5200000000000005 , 15.63 , -4.9
18.48 , 1.84 , 9.19 , 6.13
18.54 , -5.67 , 19.46 , 0.92
18.6 , -5.5200000000000005 , 12.870000000000001 , -0.77
18.66 , -1.84 , 14.25 , 1.84
18.72 , -0.61 , 0.15 , 7.51
18.78 , -0.61 , -4.9 , 4.29
18.84 , -1.3800000000000001 , 10.27 , -13.33
18.901 , -2.6 , 17.01 , -5.5200000000000005
18.96 , -10.57 , 2.15 , -8.27
19.022000000000002 , 3.83 , 19.150000000000002 , 13.02
19.082 , 3.83 , 4.9 , 6.59
19.14 , 1.23 , 17.47 , 5.0600000000000005
19.2 , 1.53 , 7.8100000000000005 , -4.14
19.26 , -4.9 , 5.5200000000000005 , -1.53
19.32 , 2.45 , 5.98 , -0.61
19.38 , -3.98 , 12.11 , 0.92
19.44 , 7.66 , 17.01 , -1.84
19.5 , 5.36 , 17.47 , -3.83
19.56 , -4.75 , 8.43 , 4.9
19.62 , -4.75 , 19.31 , 0.46
19.68 , -3.52 , 13.02 , 0.31
19.740000000000002 , -0.31 , 7.05 , 4.29
19.8 , 0.92 , -4.14 , 4.9
19.86 , -0.46 , -0.31 , 1.3800000000000001
19.92 , -7.8100000000000005 , 17.77 , -19.61
19.98 , -3.83 , 10.57 , -7.05
20.04 , -8.58 , 14.56 , 1.84
20.1 , -5.5200000000000005 , 0.31 , -1.99
20.16 , 4.14 , 14.86 , 3.52
20.22 , 1.69 , 19.46 , 2.91
20.28 , -1.84 , 2.7600000000000002 , 2.91
20.34 , -1.3800000000000001 , 5.36 , -0.15
20.400000000000002 , 0.77 , 10.11 , 0.15
20.46 , 9.5 , 14.4 , 1.53
20.52 , 4.44 , 16.55 , -3.22
20.580000000000002 , -3.22 , 7.8100000000000005 , 7.05
20.64 , -5.67 , 19.46 , 2.15
20.7 , -3.22 , 12.870000000000001 , -0.61
20.76 , -1.69 , 10.11 , 3.22
20.82 , 2.45 , 2.15 , 8.43
20.88 , -1.99 , -2.15 , 4.29
20.94 , -1.3800000000000001 , 9.65 , -11.65
21.0 , -3.98 , 16.240000000000002 , -5.5200000000000005
21.06 , -12.870000000000001 , 17.47 , -9.65
21.121 , -2.91 , -2.45 , 1.3800000000000001
21.18 , 4.44 , 19.46 , 3.83
21.240000000000002 , -0.15 , 15.94 , 2.15
21.3 , 0.31 , 4.6000000000000005 , 0.15
21.36 , -1.3800000000000001 , 6.44 , 0.92
21.42 , -1.3800000000000001 , 9.040000000000001 , -3.98
21.48 , -0.15 , 13.64 , -0.31
21.54 , 2.45 , 14.86 , -2.91
21.6 , 5.0600000000000005 , 15.48 , -1.53
21.66 , -3.68 , 12.41 , 6.13
21.72 , -5.67 , 17.01 , -0.46
21.78 , -4.6000000000000005 , 12.56 , -0.31
21.84 , 0.92 , 10.27 , 2.91
21.900000000000002 , -0.92 , -2.15 , 2.6
21.96 , -0.61 , -2.91 , 3.37
22.02 , -1.23 , 12.870000000000001 , -16.86
22.080000000000002 , -5.82 , 15.94 , -5.98
22.14 , -6.44 , 12.870000000000001 , -5.98
22.2 , -2.3000000000000003 , -0.15 , 1.23
22.26 , 0.15 , 19.46 , -0.92
22.32 , 2.3000000000000003 , 12.26 , 3.22
22.381 , -0.77 , 7.51 , -1.07
22.44 , -2.45 , 6.9 , -0.15
22.5 , 1.84 , 7.3500000000000005 , -3.37
22.56 , -1.3800000000000001 , 13.790000000000001 , -0.31
22.62 , 3.68 , 13.94 , -2.3000000000000003
22.68 , 3.68 , 13.33 , -0.92
22.740000000000002 , -5.5200000000000005 , 14.25 , 4.6000000000000005
22.8 , -6.44 , 16.4 , -1.3800000000000001
22.86 , -4.29 , 13.02 , 1.53
22.92 , 2.15 , 8.73 , 2.91
22.98 , -0.92 , -2.6 , 4.14
23.04 , 1.99 , -2.6 , 2.45
23.1 , -9.19 , 19.31 , -19.61
23.16 , -8.27 , 7.2 , -8.120000000000001
23.22 , -5.98 , 9.35 , 2.7600000000000002
23.282 , -6.28 , 2.3000000000000003 , -1.3800000000000001
23.34 , 2.7600000000000002 , 19.46 , 0.15
23.400000000000002 , 3.98 , 12.41 , 4.75
23.46 , -3.68 , 5.21 , -2.45
23.521 , 1.07 , 5.36 , 0.15
23.580000000000002 , -1.69 , 11.03 , -1.53
23.64 , 12.56 , 11.8 , 1.23
23.7 , 4.44 , 16.240000000000002 , -3.37
23.76 , -4.6000000000000005 , 6.44 , 3.06
23.82 , -5.21 , 19.46 , 2.3000000000000003
23.88 , -5.21 , 12.56 , -1.07
23.94 , -1.3800000000000001 , 11.19 , 1.99
24.0 , 1.53 , -0.92 , 5.82
24.066 , 1.53 , -2.91 , 3.52
24.122 , -5.5200000000000005 , 16.240000000000002 , -19.61
24.18 , -5.0600000000000005 , 14.86 , -6.74
24.240000000000002 , -13.02 , 4.44 , -4.44
24.3 , 6.44 , 6.44 , 17.93
24.36 , 6.59 , 11.34 , 9.19
24.42 , 0.15 , 11.34 , 1.53
24.48 , -0.46 , 7.05 , -9.96
24.54 , -1.53 , 5.36 , 1.23
24.6 , -1.84 , 7.51 , -5.98
24.66 , -3.22 , 12.56 , -2.91
24.72 , 2.3000000000000003 , 15.94 , -5.67
24.78 , 5.98 , 12.72 , -1.07
24.84 , -9.81 , 19.46 , 3.98
24.900000000000002 , -3.52 , 15.780000000000001 , 4.14
24.96 , -5.98 , 11.65 , 9.040000000000001
25.02 , -0.61 , -0.46 , -0.15
25.084 , -0.61 , 3.06 , 2.91
25.14 , -6.28 , 17.01 , -4.14
25.203 , 3.22 , 6.9 , 4.75
25.265 , -5.36 , 13.48 , 4.44
25.322 , -5.21 , 9.35 , 4.44
25.38 , 2.7600000000000002 , 13.18 , 2.3000000000000003
25.453 , -3.06 , 10.57 , 2.3000000000000003
25.502 , -1.53 , 10.11 , 0.61
25.562 , -2.45 , 9.5 , -2.3000000000000003
