time,x-axis,y-axis,z-axis
0.06 , -1.53 , 6.44 , 7.3500000000000005
0.12 , -1.23 , 6.59 , 7.05
0.183 , -1.53 , 6.44 , 7.51
0.24 , -1.3800000000000001 , 7.2 , 7.05
0.302 , -1.69 , 6.9 , 6.9
0.36 , -1.99 , 7.05 , 7.51
0.42 , -2.15 , 8.120000000000001 , 6.74
0.48 , -2.91 , 6.9 , 6.9
0.54 , -0.46 , 5.82 , 6.74
0.6 , -1.23 , 8.43 , 6.13
0.66 , 0.31 , 6.13 , 7.8100000000000005
0.72 , -1.53 , 7.97 , 4.14
0.78 , -0.92 , 8.43 , 3.52
0.84 , 0.31 , 9.65 , 2.6
0.901 , -1.99 , 8.120000000000001 , 3.52
0.96 , -0.15 , 9.040000000000001 , 3.22
1.02 , 0.61 , 10.27 , -0.31
1.08 , 1.84 , 9.5 , 2.3000000000000003
1.1400000000000001 , 1.3800000000000001 , 10.57 , 0.77
1.201 , 1.07 , 13.02 , 3.98
1.26 , 3.68 , 12.11 , 3.37
1.32 , 0.77 , 9.040000000000001 , 2.7600000000000002
1.3800000000000001 , -2.3000000000000003 , 7.66 , 4.14
1.44 , -0.46 , 8.27 , 5.0600000000000005
1.5 , 0.92 , 8.89 , 0.61
1.56 , 1.99 , 8.58 , -0.31
1.62 , 0.46 , 7.66 , 1.84
1.68 , 0.46 , 8.27 , 1.99
1.74 , 0.92 , 10.88 , 0.31
1.8 , 0.77 , 11.950000000000001 , 2.3000000000000003
1.86 , 0.77 , 13.64 , 3.68
1.92 , 2.6 , 13.18 , 3.98
1.981 , -1.07 , 5.36 , 7.51
2.04 , 1.23 , 10.11 , 3.68
2.1 , 1.23 , 8.120000000000001 , 0.61
2.16 , -0.77 , 5.98 , 1.99
2.22 , 1.07 , 6.9 , 1.69
2.2800000000000002 , 0.92 , 7.97 , 0.92
2.34 , 1.53 , 10.27 , 1.3800000000000001
2.4 , 0.61 , 13.18 , 2.6
2.46 , 1.84 , 16.55 , 0.31
2.52 , 0.92 , 11.49 , 6.13
